mod_num,time_to_create,nfolds,ntrees,max_depth,mtries,min_split_improvement,sample_rate,categorical_encoding,histogram_type,seed,col_sample_rate_per_tree,r_2,r_2_valid,mse,mse_valid,rmse,rmse_valid,rmsle,rmsle_valid,mae,mae_valid
1,28.717999999999996,5,100,3,-1,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,6.528284357543157e-9,-1.4557134090531498e-4,0.9546741122734156,0.9451664736802449,0.9770742613913312,0.9721967258123455,NaN,NaN,0.7679715272556425,0.7673082601424702
2,29.629000000000005,5,200,3,-1,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,-2.060184511876173e-8,-1.4557134090531498e-4,0.9546741381738482,0.9451664736802449,0.977074274645407,0.9721967258123455,NaN,NaN,0.767971552535112,0.7673082601424702
3,26.60299999999998,5,100,5,-1,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,6.528284357543157e-9,-1.4557134090531498e-4,0.9546741122734156,0.9451664736802449,0.9770742613913312,0.9721967258123455,NaN,NaN,0.7679715272556425,0.7673082601424702
4,28.550999999999988,5,200,5,-1,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,-2.060184511876173e-8,-1.4557134090531498e-4,0.9546741381738482,0.9451664736802449,0.977074274645407,0.9721967258123455,NaN,NaN,0.767971552535112,0.7673082601424702
5,26.57299999999998,5,100,7,-1,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,6.528284357543157e-9,-1.4557134090531498e-4,0.9546741122734156,0.9451664736802449,0.9770742613913312,0.9721967258123455,NaN,NaN,0.7679715272556425,0.7673082601424702
6,29.72399999999999,5,200,7,-1,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,-2.060184511876173e-8,-1.4557134090531498e-4,0.9546741381738482,0.9451664736802449,0.977074274645407,0.9721967258123455,NaN,NaN,0.767971552535112,0.7673082601424702
7,26.55000000000001,5,100,10,-1,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,6.528284357543157e-9,-1.4557134090531498e-4,0.9546741122734156,0.9451664736802449,0.9770742613913312,0.9721967258123455,NaN,NaN,0.7679715272556425,0.7673082601424702
8,29.61899999999997,5,200,10,-1,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,-2.060184511876173e-8,-1.4557134090531498e-4,0.9546741381738482,0.9451664736802449,0.977074274645407,0.9721967258123455,NaN,NaN,0.767971552535112,0.7673082601424702
9,26.502999999999986,5,100,15,-1,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,6.528284357543157e-9,-1.4557134090531498e-4,0.9546741122734156,0.9451664736802449,0.9770742613913312,0.9721967258123455,NaN,NaN,0.7679715272556425,0.7673082601424702
10,28.783999999999992,5,200,15,-1,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,-2.060184511876173e-8,-1.4557134090531498e-4,0.9546741381738482,0.9451664736802449,0.977074274645407,0.9721967258123455,NaN,NaN,0.767971552535112,0.7673082601424702
11,26.596000000000004,5,100,20,-1,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,6.528284357543157e-9,-1.4557134090531498e-4,0.9546741122734156,0.9451664736802449,0.9770742613913312,0.9721967258123455,NaN,NaN,0.7679715272556425,0.7673082601424702
12,28.836000000000013,5,200,20,-1,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,-2.060184511876173e-8,-1.4557134090531498e-4,0.9546741381738482,0.9451664736802449,0.977074274645407,0.9721967258123455,NaN,NaN,0.767971552535112,0.7673082601424702
13,27.16999999999996,5,100,30,-1,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,6.528284357543157e-9,-1.4557134090531498e-4,0.9546741122734156,0.9451664736802449,0.9770742613913312,0.9721967258123455,NaN,NaN,0.7679715272556425,0.7673082601424702
14,28.594999999999914,5,200,30,-1,0.01,0.632,EnumLimited,UniformAdaptive,16,0.8,-2.060184511876173e-8,-1.4557134090531498e-4,0.9546741381738482,0.9451664736802449,0.977074274645407,0.9721967258123455,NaN,NaN,0.767971552535112,0.7673082601424702
15,27.86099999999999,5,100,3,-1,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.007706676519453226,0.007427329568203911,0.9473167538929814,0.9380098634298026,0.9733019849424851,0.968509093106411,NaN,NaN,0.7644705716123248,0.763585094454597
16,31.55200000000002,5,200,3,-1,0.001,0.632,EnumLimited,UniformAdaptive,16,0.8,0.007707510991799227,0.007293794159906386,0.9473159572438301,0.9381360582504255,0.9733015756916404,0.9685742399271341,NaN,NaN,0.7644707056564398,0.7636590477099231
